Word,Count
self-assuredness,3
imprinted,1
sands,1
conquered,1
victories,1
claimed.,1
15-02-2022,2
sandstrider,1
#confident,3
#footprintsofassuredness,1
264,2
serenade,2
wanderlust,2
08-05-2021,1
22:00,14
nightserenader,1
#moonlitserenade,1
265,2
unveiling,1
layers,1
questions,1
treasure,2
troves,1
undiscovered,1
29-11-2020,1
knowledgeseeker,1
#labyrinthofquestions,1
266,2
autumn,2
waltz,1
choices,1
uncertainties.,1
14-09-2019,1
10:20,1
breezewaltzer,1
#autumnwaltz,1
267,2
"star,",1
constellation,1
blessings,1
universe,2
precious,1
moments.,4
12-03-2022,1
starnavigator,1
#guidingstar,1
268,2
zestful,1
sprinting,1
fields,2
"enthusiasm,",1
chasing,3
sunbeams,1
meadows,1
30-03-2023,1
meadowsprinter,1
#fieldsofenthusiasm,1
269,2
"rain,",3
falling,3
"gently,",3
nurturing,3
seeds,6
connections.,3
01-07-2021,3
12:10,3
rainnurturer,3
#tearsofempathy,3
270,2
proudly,3
scaling,3
peaks,3
"achievement,",3
mountaineer,3
conquering,5
planting,3
flag,3
peakconqueror,3
#scalingpeaks,3
271,2
embraced,3
"dawn,",3
gardener,4
sowing,3
"optimism,",3
tending,3
tomorrow.,3
17-07-2022,3
06:15,4
dawngardener,3
#seedsofoptimism,3
272,2
escapade,3
carnival,4
carousel,3
cotton,3
candy,3
swirling,3
joyous,3
atmosphere.,3
22-08-2018,3
17:20,3
carnivaldreamer,3
#carnivalescapade,3
273,2
artist,2
strokes,2
"creativity,",3
creating,12
masterpiece,4
08-12-2021,3
skyartist,2
#cloudsofcreativity,2
274,2
boat,2
cruise,2
waters,3
acceptance.,2
27-04-2019,2
09:50,2
rivernavigator,2
#tranquilwaters,2
275,2
"lantern,",2
wandering,8
dark,3
alleys,2
"sorrow,",3
illuminating,2
care.,2
03-09-2023,3
21:40,2
lanternwanderer,2
#lanternofcompassion,2
276,2
"dreams,",5
leaving,8
trails,4
independence,2
azure,3
boundless,3
possibilities.,4
10-06-2020,4
10:05,2
dreamsoarer,2
#wingsofdreams,2
277,2
"gratefulness,",2
its,6
warm,4
landscapes,2
01-04-2022,2
sunsetadmirer,2
#goldenhues,2
278,2
strides,2
ballroom,5
"leads,",2
grace.,2
15-01-2021,4
13:00,6
dancestrider,2
#danceoflife,2
279,2
"wind,",3
promises,3
optimism,4
06-05-2023,2
07:20,2
windwhisperer,3
#brightertomorrows,2
280,2
juggling,3
"responsibilities,",2
circus,2
performer,2
balancing,3
work,4
"joy,",5
tossing,2
air.,3
jugglingartist,2
#jugglingresponsibilities,2
281,2
whispering,3
inspiration,14
"stars,",2
storyteller,2
crafting,3
constellations,2
imagination.,2
29-08-2020,2
starstoryteller,2
#talestothestars,2
282,2
charting,2
course,2
waves,6
"anticipation,",3
sailor,2
steering,2
shores,2
yet,2
unexplored.,2
30-10-2022,2
11:40,2
wavenavigator,2
#sailorofdreams,2
283,2
284,2
285,2
286,2
287,2
288,2
289,2
290,2
291,2
292,2
293,2
294,2
295,2
296,2
297,2
298,2
299,2
300,2
301,2
abyss,3
shattered,14
"fragments,",1
echoing,3
silence,3
hopelessness.,2
15-09-2021,1
shatteredheart,1
#echoingsilence,1
302,2
bitterness,8
festering,2
venomous,2
"vine,",1
entwining,1
soul,9
"resentment,",1
08-03-2019,2
venomoussoul,1
#resentmentweb,1
303,2
desert,1
"loneliness,",4
step,5
"sigh,",1
mirages,1
connection,4
shimmering,1
but,6
never,5
materializing.,1
20-07-2017,1
desertwanderer,1
#miragesofconnection,1
304,2
touch,1
that's,1
"there,",1
distant,3
haunting,1
cold,2
solitude.,3
02-11-2020,1
coldembrace,1
#yearning,2
#distantwarmth,1
305,2
eyes,4
wide,1
open,3
fearful,6
"walls,",1
prisoner,2
imagined,1
horrors.,1
12-05-2022,1
02:00,1
nightprisoner,2
#fearful,3
#imaginedhorrors,1
306,2
apprehensive,4
steps,1
tightrope,2
fall,3
seems,2
"inevitable,",1
08-04-2023,1
tightropewalker,1
#apprehensive,2
#balancingact,1
307,2
weight,3
atlas,1
trembling,1
"shoulders,",1
responsibility,1
boulder,1
exhaustion.,1
25-06-2021,1
17:50,1
atlasbearer,1
#bouldersofexhaustion,1
308,2
"jealousy,",3
green-eyed,1
"monster,",1
lurking,3
"shadows,",2
cloud,1
sunshine,1
jealous,3
30-08-2019,1
10:10,1
greenmonster,1
#jealous,3
#greeneyedmonster,1
309,2
devastated,5
"betrayal,",6
wreckage,1
trust,3
scattered,2
"debris,",1
winds,2
broken,6
promises.,1
03-08-2022,1
stormsurvivor,1
#devastated,3
#windsofbrokenpromises,1
310,2
frustrated,8
tapping,2
"keyboard,",1
annoyance,1
composing,2
unsolvable,1
unmet,1
expectations.,1
17-12-2020,1
09:20,1
puzzlecomposer,1
#frustrated,5
#unsolvablepuzzle,1
311,2
envious,6
fixated,1
gilded,1
"prize,",1
heartache,5
desire,2
possessions,1
seem,2
forever,2
reach.,1
28-02-2021,3
22:45,2
gildedheartache,1
#envious,3
#gildedprize,1
312,2
dismissive,6
"glances,",1
built,1
walls,3
pleas,1
understanding,3
recognition.,1
10-05-2018,1
indifferentfort,2
#dismissive,3
#impenetrablewalls,1
313,2
lie,2
floor,3
fragments,3
"glass,",3
disappointment,6
crafted,2
hands,3
frustration.,2
07-01-2022,2
dreammosaic,2
#mosaicofdisappointment,2
314,2
only,3
echo,5
chamber,2
"solitude,",5
heart's,2
solitary,4
nocturne.,2
19-09-2019,2
03:30,3
nocturnalecho,2
#solitarynocturne,2
315,2
"dark,",1
haunted,3
specter,2
rhythm,5
anxiety's,1
tune.,1
14-07-2023,2
23:00,3
darkwhispers,1
#specteroftheunknown,1
316,2
"bitterness,",2
aftertaste,1
lingering,2
"tongue,",1
word,1
reminder,2
wounds,1
refuse,1
heal,1
passing,1
05-04-2020,1
lingeringtaste,1
#bitteraftertaste,1
317,2
cacophony,1
"expectations,",2
tempest,1
"pressure,",1
struggling,2
stay,2
afloat.,1
29-11-2021,1
tempestsurvivor,1
#drowningsoul,1
318,2
venom,1
seeps,1
"veins,",1
breeding,1
ground,1
discontent.,1
12-12-2019,1
venomousheart,1
#heartofdiscontent,1
319,2
revelation,1
fragile,3
shards,2
pain,4
wake.,1
20-05-2022,2
fragiletrust,1
#shatteredtrust,2
320,2
attempts,2
mend,1
"connection,",1
grains,1
sand.,1
03-09-2020,1
brokenthreads,1
#slippingthreads,1
321,2
gazes,1
cast,1
podium,1
"success,",2
pill,1
"swallowed,",1
taste,2
unattained,1
10-02-2021,1
successpill,1
#bitterpill,1
322,2
"gestures,",2
curtain,2
drawn,2
"vulnerability,",2
stage,3
take,2
backseat,2
performance,3
18-08-2018,4
14:40,1
curtainshield,1
#indifferenceperformance,2
323,2
"fog,",1
enveloping,1
"thought,",1
blurring,1
utter,1
28-02-2022,3
foggylabyrinth,1
#labyrinthofhopelessness,1
324,2
chill,1
freezing,1
icicles,1
dangle,1
precariously,1
memory.,2
15-10-2019,1
icyresentment,1
#iciclesofresentment,1
325,2
moon,1
starless,1
"sky,",2
"isolation,",1
bounce,1
spaces.,1
01-12-2017,1
18:50,1
solitarymoon,1
#starlesssky,1
326,2
vanished,1
"sun,",1
painted,2
graced,1
horizon.,1
18-04-2020,1
16:15,5
vanishedsunset,1
#huesofsunset,1
327,2
scanning,1
terrorized,1
monsters,1
born,1
mind's,2
darkest,1
corners.,1
07-01-2023,1
#lurkingmonsters,1
328,2
forecast,1
vane,1
spinning,1
wildly,1
doubt.,1
10-06-2021,2
#stormofdoubt,1
329,2
minotaur,1
pressure,3
"labyrinth,",1
waiting,2
devour,1
22-02-2020,1
15:20,1
mazeexplorer,1
#minotaurofpressure,1
330,2
"wound,",1
intensifying,1
glance,1
"achievements,",1
blooming,3
beyond,1
fence.,1
17-03-2018,1
woundedgarden,1
#bloomingachievements,1
331,2
"devastated,",1
"ruins,",2
reverberating,1
"chambers,",1
requiem,1
what,1
once,4
whole.,1
28-10-2022,1
11:15,2
ruinedheart,1
#echoesofshattereddreams,1
332,2
untangle,1
knot,1
further,1
miscommunication.,1
01-11-2020,1
knotuntangler,1
#labyrinthofmiscommunication,1
333,2
chest,1
"opportunities,",1
keys,1
elusive.,1
22:10,1
elusivekeys,1
#desireforkeys,1
334,2
335,2
336,2
337,2
mountains.,1
#breathtakingsunrise,1
338,2
determination.,1
12-10-2023,2
goalpursuer,1
339,2
hits,2
while,8
album.,2
memorylane,1
#oldmemories,1
340,2
thrilled,1
grandeur,5
cultural,2
thrill,10
15-09-2020,2
cultureenthusiast,1
#thrill,4
#culturalcelebration,2
341,2
raindrops,1
windowpane.,1
08-11-2017,1
rainwatcher,1
342,2
20-05-2021,1
personaljourney,1
#supportivecommunity,2
343,2
builds,2
countdown,1
long-awaited,1
vacation,1
begins.,1
#vacationcountdown,1
france,16
344,2
lessons,2
learned.,1
05-12-2018,2
lifelearner,1
#lifelessons,2
brazil,17
345,2
arise,1
15-03-2020,1
farewellsender,1
#bittersweet,1
japan,15
346,2
sparked,1
mysterious,1
ancient,12
ruin.,1
22-08-2016,2
15:10,1
historyexplorer,1
#ancientdiscovery,1
greece,5
347,2
intricate,4
details,1
handcrafted,1
masterpiece.,1
20-08-2019,1
craftenthusiast,1
#handcraftedart,1
348,2
overjoyed,2
fireplace,1
winterlover,1
#overjoyed,1
#winterwarmth,1
349,2
strikes,1
observing,1
vibrant,8
#colorfulsunset,1
350,2
motivated,1
goals,1
invigorating,1
workout.,2
motivation,1
07:15,1
fitnessjunkie,1
#motivation,1
351,2
simple,5
morning,1
coffee.,1
15-04-2017,1
coffeelover,1
#morningcoffee,1
352,2
hikingexplorer,1
#hikingadventure,2
353,2
kittens,1
playtime.,1
22-10-2022,1
12:45,6
kittyobserver,1
#playfulkittens,1
354,2
contemplating,2
starry,1
contemplation,4
02-07-2016,1
23:30,4
#contemplation,2
355,2
joyful,3
long-lost,1
years,2
separation.,1
18-11-2020,1
friendshiprenewal,1
#joyfulreunion,1
#friendship,2
356,2
preparing,2
05-03-2023,1
celebrationplanner,1
#surprisecelebration,2
357,2
satisfaction,5
derived,1
successfully,6
01-12-2015,1
#satisfaction,2
#diyproject,1
358,2
blessed,2
times,2
need.,1
communityhelper,1
359,2
captivated,4
full,3
bloom.,1
12-05-2018,2
gardenenthusiast,2
#tranquilgarden,1
360,2
exotic,2
destination.,1
25-07-2022,1
#adventureawaits,1
361,2
growth,1
achieved,1
experiences.,2
reflection,4
362,2
nostalgic,1
memories,5
flood,1
favorites.,1
28-01-2017,1
childhoodmemories,1
#childhoodfavorites,1
363,2
culture,1
experienced,1
travel.,1
14-11-2016,1
cultureexplorer,1
#appreciation,1
#culturalexperience,1
364,2
confidence,2
soars,1
public,1
anxiety.,1
publicspeaker,1
#confidence,1
#overcominganxiety,1
365,2
gathering,1
filled,6
laughter.,1
familycelebration,1
#familylaughter,3
366,2
skills,2
expanding,1
07-08-2018,1
lifelonglearner,1
367,2
delight,4
cityexplorer,1
368,2
accomplishment,5
30-06-2022,1
07:00,1
#accomplishment,3
#fitnesssuccess,1
369,2
wonderment,2
double,1
rainbow,1
rain.,1
12-06-2017,1
rainbowchaser,1
#wonderment,1
#doublerainbow,1
370,2
bright,1
05-07-2021,1
futureoptimist,1
#brightfuture,1
371,2
career,2
progression.,1
15-04-2016,1
careerachiever,1
#careermilestone,1
372,2
flowers,3
sunny,1
10-02-2020,1
sunnydayenthusiast,1
#sunnyday,1
373,2
rare,1
quaint,1
bookstore.,1
22-09-2018,2
#rarebookdiscovery,1
374,2
piqued,1
archaeological,2
site.,2
08-11-2015,2
archaeologyenthusiast,2
#ancientmysteries,2
375,2
mesmerized,1
cosmic,1
fireflies,1
enchantment,5
10-08-2022,2
nightskyobserver,2
#enchantment,4
#cosmicfireflies,1
376,2
intrigued,1
abstract,2
exhibition.,3
intrigue,1
05-04-2019,3
artconnoisseur,1
#intrigue,1
#abstractart,1
377,2
giggles,1
children's,1
playdate.,1
playfuljoy,1
15-12-2020,2
playfulparent,1
#playfuljoy,1
#childrensplaydate,1
378,2
enveloped,1
lake.,1
20-10-2017,2
zenseeker,1
#laketranquility,1
379,2
kite,1
high,2
skydreamer,1
#dreamchaser,1
#skyhighdreams,1
380,2
spellbound,1
elegance,4
crystal,1
chandeliers.,1
12-06-2018,2
danceenthusiast,2
#elegance,1
#ballroomdance,1
381,2
fairy,3
magical,1
creatures.,1
whimsy,2
08-03-2016,2
fairytaleexplorer,1
#whimsy,2
#magicalworld,1
382,2
pensive,2
amid,2
ruins,5
civilization.,3
18-04-2023,2
ruinsexplorer,2
#pensive,1
#ancientcivilization,1
383,2
speed,1
rollercoaster's,2
exhilarating,1
twists.,2
25-07-2020,2
rollercoasterfan,1
#rollercoasteradventure,1
germany,14
384,2
harmony,5
resonates,5
musicians,2
play,2
unity,1
togetherness.,1
30-11-2019,2
musicharmonist,2
#harmony,3
#musicalunity,2
sweden,2
385,2
burst,3
creativity,11
solitude,3
artist's,2
studio.,2
01-09-2015,2
studioartist,2
#artistshaven,1
italy,11
386,2
radiant,2
akin,2
sun-kissed,1
spring,2
radiance,2
05-05-2022,2
springenthusiast,2
#radiance,2
#springblooms,2
netherlands,4
387,2
wonder,6
vastness,4
cosmos,2
stargazing,3
08-07-2018,2
cosmosexplorer,2
#wonder,3
#stargazingadventure,2
south,6
africa,6
388,2
rejuvenated,2
salty,2
breeze,2
sound,2
seaside.,2
rejuvenation,2
20-09-2021,2
seabreezelover,2
#rejuvenation,2
#seasideescape,2
spain,6
389,2
rustling,2
forest.,2
15-11-2016,2
#forestwhispers,2
portugal,2
390,2
savoring,7
cocoa,2
chilly,2
coziness,2
12-01-2020,2
#coziness,2
#warmwinterevening,2
switzerland,3
391,2
reunion.,2
28-12-2017,2
familygatherer,2
austria,2
392,2
culinary,4
"adventure,",4
flavors,5
02-03-2019,2
culinaryexplorer,2
#culinaryjourney,1
belgium,2
393,2
floods,2
final,2
piece,2
clicks,1
place.,1
08-06-2022,2
puzzlesolver,2
#puzzlecompletion,1
denmark,2
394,2
awe-inspired,2
cathedral's,2
architecture.,2
cathedralvisitor,2
#architecturalgrandeur,2
czech,2
republic,2
395,2
ethereal,1
field,2
fireflies.,1
#fireflyfield,1
396,2
enchanting,2
melodies,3
street,4
musician's,1
violin.,1
melodic,1
#melodic,1
#streetmusic,1
397,2
lively,2
carnival.,1
festivejoy,1
carnivalgoer,1
#festivejoy,1
#summercarnival,1
398,2
mindful,1
meditation,1
session.,3
innerjourney,1
mindfulexplorer,1
#innerjourney,1
#meditationbliss,1
399,2
coastal,1
cliff.,1
freedom,4
coastalexplorer,1
#freedom,1
#coastaladventure,1
400,2
dazzled,1
masquerade,1
ball's,1
dazzling,1
costumes.,1
dazzle,1
masqueradeattendee,1
#dazzle,1
#masqueradeelegance,1
401,2
tales.,1
fairytaleadventurer,1
#fairytalemagic,1
402,2
reflective,1
era.,1
#forgottenera,1
403,2
riding,2
adrenaline,2
rush,2
wild,2
thrillseeker,1
#adrenaline,1
#rollercoasterthrills,1
404,2
unity.,1
405,2
quietude,2
artisticburst,1
#artisticburst,1
#studiocreativity,1
406,2
blossoming,1
sunlit,1
407,2
408,2
409,2
410,2
411,2
412,2
"odyssey,",1
culinaryodyssey,1
#culinaryodyssey,1
#flavorsaroundtheworld,1
413,2
fits,1
perfectly.,1
#perfectpuzzle,1
414,2
415,2
awakened,1
416,2
giddy,1
first,3
snowflakes,1
02-12-2020,1
snowfallenthusiast,1
#snowfallmagic,1
417,2
envelops,1
aroma,3
freshly,3
baked,2
bread,1
fills,1
10-06-2017,1
breadlover,1
#freshbreadaroma,1
418,2
resilience,3
lone,1
tree,1
tall,1
storm.,1
15-04-2021,2
natureresilient,1
#resilience,2
#standingtall,1
419,2
captivating,4
"novel,",2
transported,2
immersion,1
28-09-2019,2
#immersion,1
#captivatingnovel,1
420,2
drenched,2
05-12-2016,1
familyhistorian,1
#familyphotoalbum,1
421,2
ignites,1
shooting,1
star,1
10-02-2018,1
nightskywatcher,1
#spark,1
#inspirationignited,1
422,2
imbued,1
pleasure,1
teaenthusiast,1
#warmtea,1
423,2
marveling,1
kaleidoscope,2
market.,1
marvel,2
22-08-2015,1
marketexplorer,1
#marvel,1
#colorfulstreetmarket,1
424,2
awash,1
lakeside,1
retreat.,1
20-11-2020,1
lakesideretreater,1
#tranquilsunset,1
425,2
sorrow,3
resurface.,1
heartbreak,3
05-08-2019,1
lostinlove,1
#heartbreak,3
#lostlove,2
426,2
heavier.,1
12-02-2021,1
solitudeseeker,1
#heavyheart,1
427,2
mourning,1
end,2
cherished,6
friendship.,1
28-11-2020,1
friendshipsend,1
#lostfriendship,1
428,2
"mind,",1
adrift,2
endless,2
darkness.,1
15-05-2016,2
22:30,9
lostindarkness,1
#endlessdarkness,1
429,2
crumbles,1
glass.,2
betrayal,5
10-09-2018,1
#betrayal,5
430,2
aching,1
plays,1
20-03-2022,1
silentsufferer,1
#suffering,1
#heartachesymphony,1
431,2
"storm,",1
whirlwind,1
thought.,1
emotionalstorm,1
18-07-2017,1
stormyfeelings,1
#sadnesswhirlwind,1
432,2
"regrets,",1
ghost,2
lingers,1
relentlessly.,2
lingeringghost,1
#hauntedpast,1
433,2
apart,1
loss,3
reverberate,2
28-06-2015,2
echoesofloss,1
#tornapart,1
434,2
isolation,3
"deepens,",2
winterofemotions,1
#emotionalwinter,1
435,2
soul-crushing,1
"disappointment,",2
hopes,1
08-10-2019,1
shatteredhopes,1
#disappointment,3
#crushedhopes,1
436,2
"cherished,",1
now,2
lostlove,1
22-11-2016,2
abyssoftime,1
#painfulechoes,1
437,2
despair.,3
18-08-2022,1
solitarydescent,1
#abyssofheartache,1
438,2
12-03-2017,1
serenadeofsolitude,1
#quietserenade,1
439,2
"poison,",1
seeping,1
crevice,1
wounded,1
15-12-2015,1
poisonedheart,1
#woundedheart,1
440,2
"exhaustion,",1
crushing,1
weary,1
shoulders.,1
exhaustion,1
05-09-2021,1
wearysoulcrushed,1
#exhaustion,1
#crushedspirit,1
441,2
sorrowful,1
"echoes,",1
played,2
strings,1
loss.,2
stringsofsorrow,1
#sorrow,2
#symphonyofloss,1
442,2
darkness,2
"descends,",2
engulfing,1
10-07-2016,1
soulinshadow,1
#darkness,1
#soulengulfed,1
443,2
desperation,2
"whispers,",1
plea,1
glimmer,1
abyss.,1
30-04-2019,1
whispereddespair,1
#desperation,1
#glimmerofhope,1
444,2
remnants,1
wind.,1
08-01-2022,2
dreamsinwind,1
#ruins,1
#shattereddreams,1
445,2
"dream,",1
scattered.,1
desolation,4
10-09-2017,3
dreamechoes,1
#desolation,4
#scatteredhope,1
446,2
avoiding,2
thorns,1
"regret,",2
walking,3
barefoot,1
remorse.,1
remorsewalker,1
#pathofremorse,1
447,2
footsteps,1
joylabyrinth,1
#lostjoyfootsteps,1
448,2
crashing,1
28-06-2016,1
solitudeseas,1
#crashingwaves,1
449,2
staining,2
palate,1
trust.,1
22-10-2019,1
palatestainer,1
#stainedtrust,1
450,2
whisper,2
15-03-2021,1
hoperuins,1
#whisperedloss,1
451,2
stone,5
ocean,1
"heartbreak,",2
ripple,1
sigh,1
10-08-2017,1
oceansinker,1
#rippleofdespair,1
452,2
"tears,",2
ink,1
testament,3
grief.,1
inkjournalist,1
#silenttears,1
453,2
wasteland,1
"trust,",2
reverberate.,1
12-12-2016,1
trustwasteland,1
#reverberatingpromises,1
454,2
18-07-2020,1
dreamtightrope,1
#tightropewalk,1
455,2
suffocating,1
thrived.,1
echoedlaughter,2
#silentsolitude,1
456,2
fade,1
away.,3
08-11-2019,1
possibilityghost,1
#fadingpossibilities,1
457,2
endlessly.,1
28-03-2017,2
endlesslabyrinth,1
#endlessreverberation,1
458,2
carried,1
current.,1
18:15,2
riverofsorrow,1
#autumnleaves,1
459,2
petals,2
"fall,",2
testimony,1
hopes.,1
10-06-2018,1
dreamgardener,1
#shatteredhopes,1
460,2
currency,1
spent,8
marketplace,1
longing.,2
22-12-2016,1
currencyoftears,1
#lostlovelonging,1
461,2
closing,2
wrong,3
05-01-2021,1
mazewanderer,1
#closingwalls,1
462,2
weathered,1
refuge,1
calm,1
after.,1
18-04-2019,3
11:00,1
stormseeker,1
#calmafterstorm,1
463,2
"unravel,",1
portrait,1
sorrow.,1
28-08-2017,1
tapestrysorrow,1
#unraveledhope,1
464,2
withered,1
rose,1
"love,",3
surrender,1
witheredrose,1
#silentsurrender,1
465,2
void,1
"heartache,",1
song,1
"play,",1
note,5
pang,1
10-07-2022,1
22:15,7
lovesongecho,1
#heartache,1
#lovesonglonging,1
466,2
15-05-2019,1
21:30,6
moonlitmemories,1
#cherishedmemories,1
467,2
tear,1
"note,",1
melody.,1
28-11-2018,1
symphonyoftears,1
#melancholicmelody,1
468,2
serpent,1
slithering,1
roots.,1
venomousgarden,1
#poisonedtrust,1
469,2
quicksand,1
harder,2
you,3
"fight,",1
deeper,2
descend.,1
18-10-2016,1
quicksandfighter,1
#deepdescent,1
470,2
cemetery,1
tombstones,1
marking,1
untold,1
sorrows.,1
15-08-2020,1
dreamcemetery,1
#untoldsorrows,1
471,2
swept,1
currents,1
refusing,1
release.,1
28-04-2017,1
regretriver,1
#pastcurrents,1
472,2
linger,1
attic,1
erased.,1
10-09-2019,1
heartattic,1
#forgottenlove,1
473,2
gallery,1
"promises,",1
vow,1
"framed,",1
28-01-2022,1
promisegallery,1
#shatteredvows,1
474,2
shadows.,1
15-06-2016,1
echoedconversation,1
#solitude,1
#shadowconversation,1
475,2
"sunshine,",1
celebration,4
sunshinedancer,1
#simplemoments,1
476,2
chorus,1
lifts,1
higher.,1
12-04-2018,1
#spiritlifter,1
477,2
bloom,2
gardenofjoy,1
478,2
28-10-2019,2
#hopefuljourney,1
479,2
serenading,1
stars,2
thankfulness.,2
22-12-2017,1
starserenader,1
#thankfulmelody,1
480,2
"accomplishment,",1
stepping,1
happiness.,4
glowachiever,1
#happinessmilestone,1
481,2
"positivity,",1
"rhythm,",1
uplifting,1
harmony.,1
positivity,1
18-09-2016,1
danceharmony,1
#positivity,1
#soulupliftment,1
482,2
"friends,",2
cherished.,1
laughtercup,1
#cherishedmoment,1
483,2
draped,1
"kindness,",1
quilt,1
stitched,1
love.,1
05-05-2019,1
quiltedcompassion,1
#lovestitches,1
484,2
"friendships,",1
camaraderie.,1
friendship,5
28-08-2018,1
friendshipgarden,1
#camaraderieblooms,1
485,2
heartbeat,2
"melody,",1
affection.,1
15-11-2022,1
melodyoflove,1
#rhythmofaffection,1
486,2
surrounded,3
smiles.,1
02-07-2019,1
colorfullaughter,1
#endlesssmiles,1
487,2
"excitement,",1
"energy,",2
igniting,2
fervor.,1
18-04-2021,1
symphonyfervor,1
#ignitedsoul,1
488,2
"gift,",1
unfolds,2
wonder.,2
05-02-2023,1
wrappeddelight,1
#wonderfulmoment,1
489,2
twist,1
turn,4
unveils,2
treasures,1
discovery.,1
mazediscovery,1
#treasuresofdiscovery,1
490,2
raindrop,1
"blessing,",1
shower,1
10-12-2016,1
cloudsofblessings,1
#showerofthankfulness,1
491,2
comet,1
streaking,1
brilliance.,1
28-05-2020,1
cometcreativity,1
#brillianttrails,1
492,2
fireworks,1
light,1
triumph.,1
success,1
15-11-2017,1
fireworkstriumph,1
#nightskytriumph,1
493,2
unlocking,1
door,1
02-08-2021,1
laughtersymphony,1
#boundlesslaughter,1
494,2
rollercoaster,3
sends,1
ride.,1
emotioncarnival,1
#wildheartride,1
495,2
eiffel,1
"tower,",1
reflect,2
parisian,1
parisdreamer,1
#parisiandreams,1
496,2
"disneyland,",1
realm,3
fantasies.,1
28-09-2022,1
disneylandexplorer,1
#childhoodfantasies,1
497,2
ferrari,1
roar,1
engines,1
speed.,1
10-11-2019,1
ferrarispeedster,1
#symphonyofspeed,1
498,2
tulip,1
"keukenhof,",1
springtime,1
02-04-2021,1
keukenhofadventurer,1
#springtimecolors,1
499,2
streets,1
"kyoto,",1
japan's,1
traditions.,1
22-08-2017,1
kyotoadventurer,1
#exploration,2
#japanesetraditions,1
500,2
grand,2
"canyon,",1
nature's,6
"masterpiece,",1
earth's,1
grandeur.,2
15-06-2020,1
canyonmarveler,1
#earthsgrandeur,1
501,2
journeying,1
"santorini,",1
tranquility.,1
10-09-2016,1
santorinitraveler,1
#sunsethues,1
502,2
amazed,1
architectural,1
marvels,2
"petra,",1
telling,3
amazement,1
petraexplorer,1
#amazement,1
#ancienttales,1
jordan,1
503,2
gondola,1
"venice,",1
canal,1
romance,2
timeless,6
veniceromantic,1
#romance,1
#timelesscity,1
504,2
summit,2
machu,1
"picchu,",1
panorama,1
secrets,1
civilizations.,1
05-11-2017,2
machupicchuadventurer,1
#ancientcivilizations,1
peru,1
505,2
york,1
"city,",3
square,1
dazzles,1
"lights,",3
spectacle,1
urban,1
energy.,1
20-07-2022,1
timessquareexplorer,1
#urbanenergy,1
506,2
charm,4
"colosseum,",1
gladiator,1
valor.,1
captivation,2
15-03-2018,1
colosseumadventurer,1
#captivation,2
#gladiatortales,1
507,2
"maldives,",1
paradise.,1
maldivessailor,1
#paradisewhispers,1
maldives,1
508,2
amazon,1
"rainforest,",1
wildlife,1
creates,3
orchestra,1
wonders.,1
amazonexplorer,1
#natureorchestra,1
509,2
great,2
wall,1
"china,",1
engineering,1
marvels.,1
18-08-2017,2
greatwallwalker,1
#engineeringmarvels,1
china,1
510,2
mount,1
"fuji,",1
15-04-2020,1
05:30,1
fujisummitachiever,1
#sunrisehues,1
511,2
angkor,1
"wat,",1
stories,1
khmer,1
angkorwatadventurer,1
#khmerstories,1
cambodia,1
512,2
skiing,1
slopes,1
swiss,1
"alps,",1
majesty,1
snow-capped,1
peaks.,1
10-01-2019,1
alpsskiadventurer,1
#snowpeakdance,1
513,2
tranquility,5
kyoto's,1
bamboo,1
zen,1
wisdom,2
groves.,1
kyotobambooseeker,1
#tranquility,2
#zenwisdom,1
514,2
cruising,1
fjords,1
"norway,",1
icy,1
28-05-2018,1
norwayfjordexplorer,1
#grandeur,1
#icymasterpiece,1
norway,1
515,2
front,1
row,1
adele's,1
"concert,",12
'someone,1
you',4
soul-stirring,1
emotion,3
15-09-2022,1
adeleconcertgoer,1
#emotion,2
#adeleconcert,1
516,2
beyoncé's,1
"show,",5
power,2
'single,1
ladies',1
move.,1
energy,1
28-07-2019,1
beyoncedancer,1
#energy,1
#beyonceconcert,1
517,2
crowd,3
taylor,1
swift,1
lyrics,2
'love,1
story',1
create,5
tale.,1
10-05-2021,1
swiftiedreamer,1
#taylorswift,1
518,2
rocking,2
guitar,1
solos,1
queen,1
tribute,3
back,3
freddie's,1
spirit.,1
02-12-2018,1
queentributefan,1
#queentribute,1
519,2
swaying,3
ed,1
sheeran's,1
acoustic,1
"melodies,",1
'perfect',1
18-08-2020,1
sheeranmelodylover,1
#edsheeranconcert,1
520,2
pulsating,1
beats,2
bruno,1
mars,1
'uptown,1
funk',1
becomes,4
city,3
marsjoyexplorer,1
#brunomars,1
521,2
michael,1
jackson,1
moonwalking,1
"hits,",1
king,1
pop.,1
mjtributedancer,1
#mjtribute,1
522,2
swinging,1
rhythms,1
frank,1
sinatra,1
"tribute,",1
'fly,1
moon'.,1
10-06-2019,1
sinatracharmlistener,1
#charm,1
#sinatratribute,1
523,2
mosh,1
pit,1
metallica,1
thunderous,1
chords,2
headbanging,1
ecstasy.,1
ecstasy,1
20-03-2023,1
metallicamoshwarrior,1
#ecstasy,1
#metallicaconcert,1
524,2
magic,6
coldplay,1
'fix,1
beacon,1
coldplayhopeseeker,1
#coldplaymagic,1
525,2
justin,1
bieber,1
infectious,1
'baby',1
unbridled,1
bieberdanceenthusiast,1
#justinbieber,1
526,2
spotlight,1
lady,1
gaga,1
costume,1
change,2
metamorphosis,1
artistry.,1
